178,"鹿"
eyepatch,"眼罩,单眼罩"
eye_patch,"眼罩,单眼罩"
magical_girl,"魔法少女"
magic_girl,"魔法少女"
magical_girls,"魔法少女"
mahou_shoujo,"魔法少女"
stuffed_toy,"毛绒玩具"
floral_print,"花卉印花,花朵图案(印花)"
bound,"绑定"
floral_pattern,"花卉印花,花朵图案(印花)"
flower_print,"花卉印花,花朵图案(印花)"
black_shorts,"黑色短裤"
flying_sweatdrops,"飞行的汗珠"
wavy_mouth,"抿嘴波浪形嘴,波浪嘴,薯片嘴型"
crossed_arms,"双手交叉,交叉双臂,双臂交叉"
arms_crossed,"双手交叉,手交叉于胸前"
arms_folded,"双手交叉,交叉双臂"
folded_arms,"双手交叉,交叉双臂"
hair_intakes,"两边侧发向内弯(尼禄),进气口发型,头发摄入量"
hair_vents,"两边侧发向内弯(尼禄),进气口发型"
playboy_bunny,"兔女郎,花花公子兔子"
playboy_bunny_leotard,"兔女郎,兔女郎连身衣"
girls_und_panzer,"女孩和装甲"
piercing,"穿孔,刺穿"
pierced,"穿孔"
piercings,"穿孔"
border,"假边框,边框"
bordered,"假边框,边框"
windowbox,"假边框,边框"
windowboxed,"假边框,边框"
formal,"正装,正式的"
moon,"月亮"
love_live!,"爱生活！"
abs,"绝对"
leg_up,"单腿抬起,抬起腿"
one_leg_raised,"单腿抬起,抬起腿"
black_pants,"黑色裤子"
half-closed_eyes,"眼睛半闭,半闭眼"
sandals,"凉鞋"
from_below,"仰视视角,仰视镜头,从下面"
low_angle,"仰视视角,仰视镜头"
view_from_below,"仰视视角,仰视镜头"
erection,"安装"
viewed_from_below,"仰视视角,仰视镜头"
cover,"封面"
front_cover,"封面"
cleavage_cutout,"乳沟切口,露出的乳沟"
boob_window,"乳沟切口,露出的乳沟"
cleavage_window,"乳沟切口,露出的乳沟"
heart_cleavage_cutout,"乳沟切口,露出的乳沟"
tit_window,"乳沟切口,露出的乳沟"
sunlight,"阳光"
table,"表"
single_hair_bun,"单发髻,团子头"
bun,"单发髻,团子头"
hair_bun,"单发髻,团子头,发髻"
hairbun,"单发髻,团子头"
happy,"快乐的,快乐/幸福"
oral,"口交,口头"
red_dress,"红色连衣裙,红连衣裙"
cat,"猫"
squatting,"蹲着,蹲下"
crouch,"蹲着,蹲下"
crouched,"蹲着,蹲下"
crouching,"蹲着,蹲下"
squat,"蹲着,蹲下"
pink_background,"粉红色背景"
underwear_only,"仅内衣"
scrunchie,"布面弹性发圈"
sunglasses,"太阳镜"
shades,"太阳镜"
chinese_commentary,"中文评论"
testicles,"睾丸/蛋蛋"
balls,"睾丸/蛋蛋"
school_swimsuit,"死库水,学校泳衣,学校泳装"
school_swimsuits,"死库水,学校泳衣"
sukumizu,"死库水,学校泳衣"
halo,"头顶光环,晕"
cum_on_body,"精液在身体上"
cum_in_armpit,"精液在身体上,精液在腋窝里"
cum_on_arm,"精液在身体上,精液在手臂上"
cum_on_armpit,"精液在身体上,精液在腋窝上"
cum_on_arms,"精液在身体上,精液在手臂上"
cum_on_belly,"精液在身体上,精液在腹部"
cum_on_ear,"精液在身体上,精液在耳朵上"
cum_on_foot,"精液在身体上,精液在脚上"
cum_on_hand,"精液在身体上,精液在手上"
cum_on_hips,"精液在身体上,精液在臀部"
cum_on_lower_body,"精液在身体上,精液在下半身"
cum_on_thigh,"精液在身体上,精液在大腿上"
cum_on_upper_body,"精液在身体上,精液在上半身"
bdsm,"绑缚与调教/支配与臣服/施虐与受虐,性虐待"
dark-skinned_male,"深色皮肤的男性"
white_footwear,"白色鞋类"
trembling,"颤抖"
shiver,"颤抖"
shivering,"颤抖"
tremble,"颤抖"
mob_cap,"暴民帽"
blazer,"西装外套,西装夹克"
ring,"戒指"
wolf_ears,"狼耳朵"
coyote_ears,"狼耳朵,土狼耳朵"
sleeping,"睡觉"
game_cg,"游戏cg"
game_asset,"游戏cg"
gamecg,"游戏cg"
final_fantasy,"最终幻想"
standing_on_one_leg,"单腿站立"
on_one_foot,"单腿站立"
on_one_leg,"单腿站立"
standing_on_one_foot,"单腿站立"
backpack,"背包"
back_pack,"背包"
ranset,"背包"
light_brown_hair,"浅褐发,浅棕色头发"
eyes_visible_through_hair,"透过头发可以看到的眼睛,透过头发可见的眼睛"
eye_through_hair,"透过头发可以看到的眼睛"
knee_boots,"长度接近膝盖的靴子,及膝靴"
kneeboots,"长度接近膝盖的靴子,及膝靴"
kneehigh_boots,"长度接近膝盖的靴子,及膝靴"
bob_cut,"鲍勃切,波波头"
bobbed_hair,"鲍勃切,波波头"
okappa,"鲍勃切,河童头"
lingerie,"女用贴身内衣裤"
breast_grab,"揉胸,乳房抓斗"
boob_grab,"揉胸"
breasts_grab,"揉胸"
grabbing_breasts,"揉胸"
hat_ribbon,"帽子上绑着丝带,帽子丝带"
thick_eyebrows,"浓眉"
partial_commentary,"部分评论"
katana,"武士刀"
demon_girl,"魅魔,恶魔少女"
demon_girls,"魅魔"
demongirl,"魅魔"
succubus,"魅魔"
stuffed_animal,"毛绒玩具"
bat_wings,"蝙蝠翅膀"
batwing,"蝙蝠翅膀"
cardigan,"开襟衫,开衫"
white_skirt,"白色裙子"
girls'_frontline,"少女前线"
frilled_dress,"有荷叶边的连衣裙,荷叶边连衣裙,花边连衣裙"
frilly_dress,"有荷叶边的连衣裙,花边连衣裙"
ruffled_dress,"有荷叶边的连衣裙,花边连衣裙"
;d,"单眼咧嘴笑"
korean_commentary,"韩国评论"
crossed_legs,"二郎腿,双腿交叉"
crossed_legs_(lying),"二郎腿"
crossed_legs_(sitting),"二郎腿"
crossed_legs_(standing),"二郎腿"
white_jacket,"白色夹克"
suspenders,"吊带"
3boy,"3男"
helmet,"头盔"
remilia_scarlet,"remilia猩红色"
hood_down,"放下的兜帽,引擎盖下来"
cloudy_sky,"多云的天空"
antenna_hair,"天线毛(两根呆毛),多根呆毛"
antennae_hair,"天线毛(两根呆毛),多根呆毛"
double_ahoge,"天线毛(两根呆毛),多根呆毛"
outstretched_arms,"伸双手,伸出双臂"
cellphone,"手机"
crying,"哭,哭泣"
cry,"哭"
tank_top,"无袖紧身背心"
tanktop,"无袖紧身背心"
cross,"交叉"
polka_dot,"点状花纹,圆点"
polka-dot,"点状花纹"
polka_dots,"点状花纹"
bottle,"瓶子"
grass,"草"
aged_down,"年龄减少"
de-aged,"年龄减少"
younger,"年龄减少"
bug,"错误"
fire,"火"
undressing,"脱衣服中"
strip,"脱衣服中"
stripping,"脱衣服中"
undress,"脱衣服中"
5girl,"5女"
crossover,"交叉"
suit,"西装"
crown,"王冠,皇冠"
tiara,"公主佩戴的金属发带,三重冕"
feathers,"羽毛"
feather,"羽毛,场景飘羽毛"
bent_over,"翘臀姿势,弯腰"
bend_over,"翘臀姿势"
bending_over,"翘臀姿势"
bent-over,"翘臀姿势"
frilled_skirt,"荷叶边裙"
breasts_out,"乳房出来,胸部露出"
breasts_out_of_clothes,"乳房出来,胸部露出"
breasts_outside,"乳房出来,胸部露出"
light_smile,"微笑,浅笑"
faint_smile,"微笑,浅笑"
high_ponytail,"高马尾辫,披在两侧的两条辫子"
holding_food,"拿着食物"
knife,"刀"
pectorals,"胸肌"
animated,"动画,动图"
animation,"动画,动图"
looking_up,"仰视,抬头看"
couple,"夫妇"
own_hands_together,"自己握自己的手,双手合十,自己动手"
hands_together,"自己握自己的手,双手合十"
straddling,"跨坐,跨骑"
straddle,"跨坐"
denim,"牛仔布"
white_bow,"白色蝴蝶结"
black_hairband,"黑色发带"
x_hair_ornament,"x发饰"
horse_ears,"马耳朵,马耳"
eyebrows,"眉毛"
>_<,"><"
hair_bobbles,"两端有小球的发圈,头绳,毛球"
ball_braids,"两端有小球的发圈,头绳"
hair_bobble,"两端有小球的发圈,头绳"
wing_collar,"翼领"
on_stomach,"俯卧,趴着,在肚子上"
lying_on_stomach,"俯卧,趴着"
on_belly,"俯卧,趴着"
on_front,"俯卧,趴着"
prone,"俯卧,趴着"
blue_shirt,"蓝色衬衫"
plant,"厂,植物"
plants,"厂,植物"
areolae,"乳晕"
areola,"乳晕"
areolas,"乳晕"
flandre_scarlet,"弗兰德猩红色"
tan,"晒黑的肤色,棕褐色"
lipstick,"口红/唇膏"
outstretched_arm,"伸单手,伸出单臂,伸出的手臂"
short_twintails,"短双马尾"
pigtails,"短双马尾"
fellatio,"口交"
letterboxed,"宽银幕格式,信箱"
letter_boxed,"宽银幕格式"
letterbox,"宽银幕格式"
bondage,"捆绑/奴役,束缚"
tied_up_(sexual),"捆绑/奴役"
robot,"机器人"
blue_ribbon,"蓝丝带"
girl_on_top,"女上体位,女孩在上面"
white_flower,"白花"
umamusume,"赛马娘"
curtains,"窗帘"
lifted_by_self,"掀起自己的衣物,自行举起"
precure,"预固化剂"
animal_print,"动物印花"
pointing,"指点,用手指着"
muscular_male,"肌肉发达,肌肉男"
monster_girl,"怪物女孩"
cat_girl,"猫娘,猫女孩"
catgirl,"猫娘"
polearm,"长柄类武器,长柄武器"
pink_bow,"粉色蝴蝶结"
revision,"修订,修正版"
revised,"修订,修正版"
juliet_sleeves,"朱丽叶袖"
slit_pupils,"猫瞳,竖瞳孔/猫眼,狭缝瞳孔"
cat_eyes,"猫瞳,竖瞳孔/猫眼"
snake_eyes,"猫瞳,竖瞳孔/猫眼"
^^^,"惊讶的"
sex_from_behind,"从后面做爱"
all_fours,"四肢着地,四肢趴地"
all-fours,"四肢着地,四肢趴地"
hands_and_knees,"四肢着地,四肢趴地"
on_all_fours,"四肢着地,四肢趴地"
spiked_hair,"尖刺的头发,刺刺的头发"
spiky_hair,"尖刺的头发,刺刺的头发"
sisters,"姐妹"
sharp_teeth,"锋利的牙齿"
crescent,"新月"
staff,"员工"
granblue_fantasy,"碧蓝幻想"
hand_on_own_chest,"手放在自己胸上,手放在自己的胸前,把手放在自己的胸口"
hand_on_chest,"手放在自己胸上,把手放在自己的胸口"
hand_to_chest,"手放在自己胸上,把手放在自己的胸口"
hand_to_own_chest,"手放在自己胸上,把手放在自己的胸口"
blue_sailor_collar,"蓝色水手领"
panty_pull,"内裤拉下来"
panties_down,"内裤拉下来"
panties_pull,"内裤拉下来"
panty_down,"内裤拉下来"
pantypull,"内裤拉下来"
white_kneehighs,"白色腿装,白色过膝袜"
frilled_sleeves,"有荷叶边的袖子,荷叶边袖子"
cherry_blossoms,"樱花"
cherry_blossom,"樱花"
cherry_trees,"樱花"
sakura_blossoms,"樱花"
blue_jacket,"蓝色夹克"
blouse,"女式衬衫,罩衫"
clenched_teeth,"咬牙,咬紧牙关"
gritted_teeth,"咬牙"
gritting_teeth,"咬牙"
black_background,"黑色背景"
towel,"毛巾"
goggles,"护目镜"
cover_page,"封面"
book_cover,"封面"
shaded_face,"阴影面"
brooch,"胸针"
broach,"胸针"
wind,"风"
windy,"风,大风"
bike_shorts,"自行车短裤"
biker_shorts,"自行车短裤"
spandex_shorts,"自行车短裤"
spats,"自行车短裤"
head_wings,"头上长成翼,头翼"
green_skirt,"绿裙子"
casual,"私服,休闲"
ground_vehicle,"地面车辆"
loafers,"乐福鞋平底便鞋,乐福鞋"
gauntlets,"护手"
elf,"精灵,妖精"
elf_ears,"精灵,尖耳"
elven_ears,"精灵,尖耳"
pink_panties,"粉红内裤,粉色内裤"
no_pants,"没有裤子"
t-shirt,"t恤衬衫,t恤"
tshirt,"t恤衬衫,t恤"
black_bra,"黑色文胸"
red_flower,"红花"
demon_horns,"恶魔的角,恶魔之角"
devil_horns,"恶魔的角"
fox_girl,"狐娘,狐狸女孩"
multiple_tails,"多尾"
building,"建筑"
buildings,"建筑,建筑物"
shoulder_armor,"肩甲"
striped_panties,"条纹内裤"
stripped_panties,"条纹内裤"
wristband,"腕带"
wrist_band,"腕带"
wrist_bands,"腕带"
wristbands,"腕带"
motion_lines,"体现运动的线,运动线"
kiss,"吻"
black_kneehighs,"黑色腿装,黑色过膝袜"
single_thighhigh,"单大腿高"
messy_hair,"凌乱的头发,凌乱发型"
bed_head,"凌乱的头发,凌乱发型"
morning_hair,"凌乱的头发,凌乱发型"
between_breasts,"乳房之间,乳沟里"
breast_press,"挤压胸部,乳房压力机"
surprised,"惊讶"
shock,"惊讶"
shocked,"惊讶"
startled,"惊讶,吃惊"
surprise,"惊讶"
hat_bow,"帽子蝴蝶结"
horse_girl,"马娘,马女孩"
pony_girl,"马娘"
butterfly,"蝴蝶"
sheath,"护套"
kemono_friends,"兽娘动物园,kemono朋友"
child,"儿童"
children,"儿童"
kids,"儿童"
group_sex,"群p,群交"
fivesome,"群p"
foursome,"群p"
groupsex,"群p"
skirt_set,"裙子套装"
ribbon_trim,"丝带饰边"
character_request,"字符请求"
rabbit_tail,"兔尾"
bunny_tail,"兔尾,兔子尾巴"
third_eye,"第三只眼"
drooling,"流口水"
sneakers,"运动鞋"
instrument,"仪器"
clenched_hand,"握紧的手"
clenched_fist,"握紧的手"
closed_fist,"握紧的手"
fist,"握紧的手"
gem,"宝石"
red_shirt,"红衬衫"
red_footwear,"红鞋"
sex_toy,"性玩具"
fishnets,"网袜,渔网"
fishnet,"网袜"
box,"盒子"
pale_skin,"肤色偏白,苍白的皮肤"
tassel,"流苏"
musical_note,"音符"
admiral_(kancolle),"海军上将(舰娘)"
rope,"绳子"
ropes,"绳子"
revealing_clothes,"露出衣服"
wet_clothes,"湿衣服"
genderswap,"性别交换,性转"
crossgender,"性别交换,性转"
genderbend,"性别交换,性转"
rule_63,"性别交换,性转"
sex_change,"性别交换,性转"
candy,"糖果"
candies,"糖果"
blue_archive,"蓝色档案"
ear_piercing,"穿耳洞"
side-tie_panties,"系带式内裤,侧系内裤"
himopan,"系带式内裤"
facial,"颜射,面部"
cum_on_face,"颜射"
covering,"挡住脸,覆盖"
foreshortening,"正前缩距透视法"
steam,"蒸汽"
nature,"自然,大自然"
dog_ears,"狗耳朵,狗耳"
african_wild_dog_ears,"狗耳朵,狗耳"
adapted_costume,"改编服装,原设服装改编"
dog_ear,"狗耳朵,狗耳"
inumimi,"狗耳朵,狗耳"
adapted_outfit,"改编服装,原设服装改编"
anal,"爆菊,肛门"
anal_penetration,"爆菊"
anal_sex,"爆菊"
pink_dress,"粉红色裙子,粉色连衣裙,粉连衣裙"
star_(sky),"星星(天空)"
demon_tail,"恶魔尾巴"
devil_tail,"恶魔尾巴"
idolmaster_(classic),"偶像大师(经典)"
portrait,"人像,半身像,肖像"
peaked_cap,"警察帽军官帽,类似警帽的帽子,顶帽"
holding_gun,"拿着枪"
scenery,"风景"
armband,"臂章"
arm_band,"臂章"
armbands,"臂章"
duplicate,"重复"
waist_apron,"腰围裙"
half_apron,"腰围裙"
convenient_censoring,"简单巧妙的打码,方便审查"
convenient_censorship,"简单巧妙的打码"
night_sky,"夜空"
breath,"呼吸"
ejaculation,"射出,射精"
ejaculation_between_breasts,"射出"
lace_trim,"蕾丝饰边"
veil,"头纱,面纱"
china_dress,"旗袍,中国服饰"
cheongsam,"旗袍"
chinadress,"旗袍"
chinese_dress,"旗袍"
qipao,"旗袍"
black_nails,"黑指甲"
alice_margatroid,"爱丽丝margatroid,爱丽丝·玛格特罗依德(东方)"
arms_behind_head,"双手举过头,手臂放头后,头后的手臂"
hands_behind_head,"双手举过头,手臂放头后"
tokin_hat,"东金帽子,tokin帽子"
tokin,"东金帽子"
couch,"沙发"
kochiya_sanae,"kochiya早苗"
interlocked_fingers,"十指相扣"
bandaid,"创可贴"
band-aid,"创可贴"
band_aids,"创可贴"
bandaids,"创可贴"
patchouli_knowledge,"广藿香知识"
love_live!_school_idol_project,"爱生活！学园偶像项目"
lace,"蕾丝"
microphone,"麦克风"
mic,"麦克风"
white_apron,"白色围裙"
bara,"大叔,巴拉"
male_pubic_hair,"男性阴毛"
front-tie_top,"从正面打结的衣物,前领带顶部"
hand_fan,"手扇"
hakama,"袴裙,袴/腿衣"
mole_under_mouth,"嘴角有痣/美人痣,嘴下痣"
bow_panties,"带蝴蝶结的内裤,蝴蝶结内裤"
panty_bow,"带蝴蝶结的内裤"
strapless_dress,"无肩带连衣裙,露肩连衣裙"
bridal_gauntlets,"新娘手套"
shoulderless_dress,"无肩带连衣裙"
holding_cup,"拿着杯子"
yaoi,"搞基"
boy's_love,"搞基"
boy_love,"搞基"
mecha,"机甲"
boys_love,"搞基"
gay,"搞基"
shonen-ai,"搞基"
shounen-ai,"搞基"
glowing_eyes,"发光的眼睛(双眼),发光的双眼"
black_leotard,"黑色紧身衣"
no_headwear,"去掉了(原设有的)头饰"
hat-less,"去掉了(原设有的)头饰"
hatless,"去掉了(原设有的)头饰"
no_bandana,"去掉了(原设有的)头饰"
no_hat,"去掉了(原设有的)头饰,没有帽子"
no_helmet,"去掉了(原设有的)头饰"
anger_vein,"青筋凸起,怒脉,青筋"
anger_mark,"青筋凸起,青筋"
clothes_writing,"衣服写作"
white_ribbon,"白丝带"
christmas,"圣诞节"
xmas,"圣诞节"
konpaku_youmu,"魔芋幽木"
breasts_apart,"乳房分开,向两侧摊开的乳房"
bikini_top_only,"仅比基尼上衣"
bikini_top,"仅比基尼上衣,比基尼上衣"
jingle_bell,"铃儿响叮当"
straight_hair,"直发"
baseball_cap,"棒球帽"
cirno,"圆形"
string_bikini,"系绳比基尼,细绳比基尼"
cum_on_breasts,"精液在乳房上,射在胸上"
cum_between_breasts,"精液在乳房上,射在胸上"
cum_on_tits,"精液在乳房上,射在胸上"
semen_on_breasts,"精液在乳房上,射在胸上"
hair_over_shoulder,"头发披在肩上,披肩发,头发过肩"
hair_flaps,"发瓣,在摆动的头发"
twin_drills,"特指两个钻头卷,双钻头卷"
yellow_background,"黄色背景"
twindrills,"特指两个钻头卷,双钻头卷"
skin_tight,"皮肤紧"
torn_legwear,"破掉的袜子,撕裂的裤袜"
:<,":<"
feathered_wings,"羽翼"
semi-rimless_eyewear,"半无框眼镜"
web_address,"网址"
hooded_jacket,"连帽夹克,连帽外套"
angry,"生气的"
anger,"生气的"
mad,"生气的"
facing_viewer,"面对观众"
check_translation,"检查翻译"
light_purple_hair,"浅紫色头发"
motor_vehicle,"机动车辆"
cloak,"斗篷"
yakumo_yukari,"八云由加里"
wolf_tail,"狼尾"
coyote_tail,"狼尾,郊狼尾巴"
eyewear_on_head,"眼镜别在头上,头戴眼镜"
glasses_on_head,"眼镜别在头上"
sunglasses_on_head,"眼镜别在头上"
red_nails,"红指甲"
claws,"爪子"
carrying,"用手臂支撑,携带"
light_particles,"光粒子"
side_braid,"垂在侧边的辫子,侧辫,侧编织"
corset,"长紧身胸衣,紧身褡"
micro_bikini,"覆盖面积小的比基尼,迷你比基尼,微比基尼"
microbikini,"覆盖面积小的比基尼,迷你比基尼"
red_background,"红色背景"
multiple_penises,"多个阴茎"
pelvic_curtain,"遮挡胯下的方形布块,盆帘"
mary_janes,"玛丽珍鞋,玛丽珍妮丝"
knees_up,"跪下"
red_headwear,"红色头饰"
tentacles,"触手"
tentacle,"触手"
index_finger_raised,"食指抬起"
finger_raised,"食指抬起"
raised_finger,"食指抬起"
bad_link,"坏链接"
danganronpa_(series),"弹丸论巴(系列)"
danganronpa,"弹丸论巴(系列),弹丸论破"
rifle,"步枪"
purple_dress,"紫色连衣裙,紫连衣裙"
clothing_aside,"除了衣服"
grey_shirt,"灰色衬衫"
smartphone,"智能手机"
bright_pupils,"明亮的瞳孔"
tareme,"下垂的眼睛,皮重"
multicolored_clothes,"五彩衣服"
:p,"右下吐舌头"
:b,"右下吐舌头"
beard,"胡须"
vertical_stripes,"竖条纹"
paizuri,"乳交"
tit_fuck,"乳交"
titfuck,"乳交"
titjob,"乳交"
single_horn,"单喇叭"
extra_ears,"额外的耳朵"
strap_slip,"肩带滑下,背带滑"
licking,"舔"
finger_to_mouth,"手指到嘴巴"
short_hair_with_long_locks,"长发短发"
close-up,"特写,特写镜头"
closeup,"特写,特写镜头"
puffy_nipples,"大乳头,浮肿的乳头"
puffy_nipple,"大乳头"
white_border,"白色边框"
red_jacket,"红色夹克"
scar_on_face,"脸上的疤痕"
french_braid,"法式辫,法式辫子"
androgynous,"雌雄同体"
snow,"雪"
tsurime,"吊眼角,鹤壁"
buckle,"扣"
full_moon,"满月"
neck_bell,"脖子上的铃铛,颈铃"
bell_choker,"脖子上的铃铛,铃铛项圈,颈铃"
bell_collar,"脖子上的铃铛,颈铃"
bellcollar,"脖子上的铃铛,颈铃"
collar_bell,"脖子上的铃铛,颈铃"
neckbell,"脖子上的铃铛,颈铃"
pom_pom_(clothes),"绒球(衣服)"
eye_contact,"眼神交会,对视,眼神交流"
forehead,"额头"
two-tone_background,"双色调背景"
upskirt,"从人的下方往上瞥,超短裙"
striped_legwear,"条纹袜子,条纹裤袜"
striped_thighhighs,"条纹袜子,条纹过膝袜,条纹长筒袜"
areola_slip,"乳晕微露,乳晕滑"
areolae_slip,"乳晕微露"
komeiji_koishi,"komeiji恋石"
furry,"兽人,毛茸茸的"
anthro,"兽人"
kemono,"兽人"
seiza,"正坐,癫痫发作"
sitting_on_knees,"正坐"
face,"仅脸部"
yellow_bow,"黄色蝴蝶结"
blue_bikini,"蓝色比基尼"
pink_flower,"粉红色的花"
genderswap_(mtf),"性别交换(mtf),女体化"
spoilers,"剧透"
lens_flare,"镜头光晕"
lensflare,"镜头光晕"
hololive_english,"hololive英语"
armlet,"臂环,臂章"
arm_bracelets,"臂环"
armlets,"臂环"
gift,"礼物"
pink_nails,"粉色指甲"
spikes,"尖峰"
hand_on_own_face,"手放在自己脸上,手在自己的脸上,把手放在自己脸上"
hand_on_face,"手放在自己脸上,把手放在自己脸上"
